submitted_item	validated_id	current_symbol
CG6718	FBgn0036053	iPLA2-VIA
CG6719	FBgn0264694	mgr
CG6724	FBgn0032298	CG6724
CG6726	FBgn0039049	CG6726
CG6729	FBgn0032296	CG6729
CG6734	FBgn0032395	Wdr81
CG6745	FBgn0035901	Pus7
CG6750	FBgn0032292	EMC3
CG6751	FBgn0263510	nclb
CG6758	FBgn0034704	CG6758
CG6766	FBgn0032398	CG6766
CG6767	FBgn0036030	Prps
CG6769	FBgn0030878	CG6769
CG6770	FBgn0032400	CG6770
CG6776	FBgn0035904	GstO3
CG6782	FBgn0037912	sea
CG6783	FBgn0037913	fabp
CG6796	FBgn0034177	AsnRS-m
CG6812	FBgn0036843	Sfxn2
CG6838	FBgn0037182	ArfGAP3
CG6841	FBgn0036828	CG6841
CG6852	FBgn0036820	Grx1
CG6854	FBgn0266441	CG45071
CG6854	FBgn0266452	CTPsyn
CG9053	FBgn0264389	opm
CG6876	FBgn0036487	Prp31
CG6878	FBgn0036488	CG6878
CG6903	FBgn0029737	CG6903
CG1677	FBgn0029941	CG1677
CG9298	FBgn0260861	Trs23
CG6907	FBgn0031711	CG6907
CG6927	FBgn0029733	CG6927
CG11857	FBgn0039303	CG11857
CG6937	FBgn0038989	CG6937
CG6945	FBgn0036476	sstn
CG6950	FBgn0037955	Kyat
CG6951	FBgn0036959	CG6951
CG6961	FBgn0030959	CG6961
CG7219	FBgn0031973	Spn28Dc
Gclm	FBgn0046114	Gclm
CG8386	FBgn0034061	Ufc1
CG6983	FBgn0035896	CG6983
CG6984	FBgn0034191	CG6984
CG6994	FBgn0052343	Atac3
CG6994	FBgn0052344	CG32344
CG6995	FBgn0039229	Saf-B
ergic53	FBgn0035909	ergic53
CG7009	FBgn0038861	Trm7-34
CG7011	FBgn0036489	CG7011
CG7023	FBgn0039025	Usp12-46
CG7029	FBgn0039026	CG7029
CG7033	FBgn0030086	CCT2
CG7039	FBgn0030088	Arfrp1
CG7044	FBgn0038854	CG7044
CG7048	FBgn0038976	Pfdn5
CG7049	FBgn0035102	CG7049
CG2789	FBgn0031263	Tspo
CG7065	FBgn0030091	CG7065
CG7071	FBgn0260467	CG7071
CG7071	FBgn0083967	Muted
CG7082	FBgn0031401	papi
CG7091	FBgn0038099	CG7091
CG7097	FBgn0263395	hppy
CG7102	FBgn0031961	CG7102
CG7112	FBgn0035879	GAPcenA
CG7115	FBgn0027515	CG7115
CG7130	FBgn0037151	CG7130
Cyt-c-p	FBgn0284248	Cyt-c-p
CG7137	FBgn0034422	CG7137
Taf4	FBgn0010280	Taf4
CG7146	FBgn0038593	Vps39
CG7154	FBgn0031947	CG7154
CG7168	FBgn0038586	CG7168
CG7172	FBgn0037102	CRIF
CG7175	FBgn0038584	mTerf5
CG7177	FBgn0037098	Wnk
CG7182	FBgn0035878	CG7182
CG7185	FBgn0035872	Cpsf6
CG7192	FBgn0030894	Mvb12
CG7197	FBgn0035866	Arl5
CG7200	FBgn0032671	JMJD4
CG7208	FBgn0038575	CG7208
CG7215	FBgn0038571	CG7215
cnn	FBgn0013765	cnn
CG7222	FBgn0033551	CG7222
CG7224-RA	FBtr0079532	Sirup-RA
CG7231	FBgn0031968	CG7231
CG7239	FBgn0031740	CG7239
CG7246	FBgn0030081	CG7246
CG7257	FBgn0036224	Rpt4R
CG7261	FBgn0027509	TBCD
CG7262	FBgn0038274	Nup93-2
CG7265	FBgn0038272	Dph2
CG7277	FBgn0031713	Coq6
CG7280	FBgn0030966	shop
CG7288	FBgn0030969	Usp39
CG7289	FBgn0031379	CG7289
CG7307	FBgn0085430	CG34401
CG7322	FBgn0030968	CG7322
CG7324	FBgn0037074	Tbc1d8-9
CG7328	FBgn0036942	CG7328
CG7332	FBgn0030973	CG7332
CG7337	FBgn0031374	Wdr62
CG7337	FBgn0031374	Wdr62
CG7338	FBgn0037073	Tsr1
CG7339	FBgn0036188	CG7339
CG7341	FBgn0036777	CG7341
CG7351	FBgn0036184	PCID2
CG7356	FBgn0031975	Tg
CG7357	FBgn0038551	Odj
CG7369	FBgn0037188	CG7369
CG7371	FBgn0031710	Vps52
CG7372	FBgn0036522	Phs
CG7375	FBgn0035853	UbcE2M
CG7382	FBgn0031708	CG7382
CG7384	FBgn0032262	CG7384
CG7394	FBgn0036173	CG7394
CG7414	FBgn0037135	CG7414
CG7414	FBgn0037135	CG7414
CG7420	FBgn0031344	CG7420
CG7427	FBgn0036510	SCCRO
CG7429	FBgn0031979	CCDC53
CG7430	FBgn0036762	CG7430
CG31320	FBgn0051320	HEATR2
CG7441	FBgn0036763	TrpRS-m
CG7444	FBgn0051216	Naam
CG7456	FBgn0032258	Cog4
CG7457	FBgn0035812	CG7457
CG7460	FBgn0036749	CG7460
CG7461	FBgn0034432	CG7461
CG7477	FBgn0051249	CG31249
CG7477	FBgn0051251	CG31251
CG7484	FBgn0036745	CG7484
CG7488	FBgn0038106	CG7488
CG7504	FBgn0035842	CG7504
CG7506	FBgn0035805	CG7506
CG7518	FBgn0038108	CG7518
CG7519	FBgn0037087	CG7519
CG7543	FBgn0036164	CG7543
CG7544	FBgn0033994	CG7544
CG7546	FBgn0035793	CG7546
CG7550	FBgn0035839	CG7550
fon	FBgn0032773	fon
CG7564	FBgn0036734	CG7564
CG7580	FBgn0036728	UQCR-Q
CG7593	FBgn0039687	Naa40
CG7597	FBgn0037093	Cdk12
CG7600	FBgn0064766	CG7600
CG7601	FBgn0027583	CG7601
CG7603	FBgn0036726	QIL1
CG7609	FBgn0027518	Wdr24
CG7611	FBgn0037094	CG7611
CG2767	FBgn0037537	CG2767
CG7628-RA	unknown ID	-
CG7630	FBgn0040793	CG7630
CG7632	FBgn0037071	CG7632
CG7637	FBgn0033548	CG7637
CG7638	FBgn0036133	CG7638
CG7639	FBgn0033989	CG7639
CG7650	FBgn0036519	CG7650
CG7656	FBgn0036516	CG7656
CG7668	FBgn0036929	CG7668
Rab39	FBgn0029959	Rab39
CG7671	FBgn0038609	Nup43
sip2	FBgn0031878	sip2
sip2	FBgn0029113	Uba2
CG7686	FBgn0027525	LTV1
CG7698	FBgn0261065	Cpsf73
CG7702	FBgn0038638	CG7702
CG7706	FBgn0038640	CG7706
CG7712	FBgn0033570	ND-B14
CG7718	FBgn0038649	CG7718
CG7728	FBgn0036686	CG7728
CG31413	FBgn0051413	Qsox4
CG7737	FBgn0033584	CG7737
CG7739	FBgn0036509	CG7739
CG7740	FBgn0026189	promL
CG7741	FBgn0033615	CG7741
CG7744	FBgn0034447	CG7744
CG7747	FBgn0034109	CG7747
CG4074	FBgn0037017	CG4074
CG7766	FBgn0030087	CG7766
CG7770	FBgn0036918	Pfdn6
CG15570	FBgn0029697	CG15570
CG7787	FBgn0032020	strat
CG7789	FBgn0039698	CG7789
CG7791	FBgn0033038	CG7791
CG5973	FBgn0031914	CG5973
Aph-4	FBgn0016123	Alp4
Aph-4	FBal0000671	Alp1[F]
su(w[a])	FBgn0003638	su(w[a])
su(w[a])	FBab0022017	C(1;Y)12
CG7816	FBgn0039714	Zip99C
RhoGAP1A	FBgn0025836	RhoGAP1A
CG7828	FBgn0261112	APP-BP1
CG7830	FBgn0032015	Ostgamma
CG7834	FBgn0039697	CG7834
CG7837	FBgn0039696	Rnb
CG7839	FBgn0036124	CG7839
CG31673	FBgn0051673	CG31673
CG7842	FBgn0036691	beg
CG7843	FBgn0033062	Ars2
CG7845	FBgn0284246	l(2)k09848
CG7849	FBgn0033060	CG7849
CG7852-RC	FBtr0072737	pns-RC
CG7857	FBgn0026738	CG7857
CG7860	FBgn0030653	CG7860
CG7861	FBgn0033055	Tbce
CG7866	FBgn0260759	CG42557
CG7866	FBgn0260760	CG42558
CG7870	FBgn0261020	wol
CG7872	FBgn0030658	CG7872
CG7878	FBgn0037549	CG7878
CG7879	FBgn0035235	CG7879
CG7888	FBgn0036116	CG7888
CG7889	FBgn0031003	CG7889
CG7903	FBgn0039730	CG7903
CG7911	FBgn0039735	Nph
CG7920	FBgn0039737	CG7920
CG7922	FBgn0038889	Fancm
CG7943	FBgn0039741	CG7943
CG7945	FBgn0036505	CG7945
CG7946	FBgn0039743	Jasper
CG7949	FBgn0036107	galla-2
CG7950	FBgn0260468	CG7950
CG7950	FBgn0085346	Rpp14a
CG7955	FBgn0035244	ABCB7
CG7956	FBgn0038890	CG7956
CG7966	FBgn0038115	CG7966
CG7967	FBgn0035251	Vta1
CG7970	FBgn0035252	CG7970
CG7971	FBgn0035253	Srrm234
CG7974	FBgn0035254	CG7974
CG7993	FBgn0038585	Non3
CG7997	FBgn0034117	CG7997
CG7998	FBgn0262559	Mdh2
CG8001	FBgn0035268	CG8001
CG8003	FBgn0036096	CG8003
CG8004	FBgn0036920	CG8004
CG8005	FBgn0035854	CG8005
CG8021-RA	FBtr0081878	SLIRP2-RA
CG8026	FBgn0033391	CG8026
Femcoat	FBgn0041252	Femcoat
CG8031	FBgn0038110	CG8031
CG8032	FBgn0037606	CG8032
CG8036	FBgn0037607	CG8036
CG8042	FBgn0027554	CG8042
CG8043	FBgn0037610	CG8043
CG1681	FBgn0030484	GstT4
CG8058	FBgn0033382	Hydr1
CG8064	FBgn0038597	CG8064
CG8066	FBgn0038243	CG8066
CG8067	FBgn0033891	CG8067
CG8078	FBgn0033375	CG8078
CG8080	FBgn0033373	CG8080
CG8092	FBgn0033998	row
CG8097	FBgn0030660	CG8097
CG8111	FBgn0035825	CG8111
CG8112	FBgn0037612	CG8112
CG8116	FBgn0037614	TMEM216
CG8128	FBgn0030668	CG8128
CG8132	FBgn0037687	CG8132
CG8142	FBgn0030871	CG8142
CG8149	FBgn0037700	CG8149
CG8155	FBgn0034009	CG8155
CG8165	FBgn0037703	JHDM2
CG8173	FBgn0030864	CG8173
CG8176	FBgn0037702	CG8176
CG8177	FBgn0036043	Ae2
gig	FBgn0005198	gig
CG8184	FBgn0030674	HUWE1
CG8185	FBgn0050467	CG30467
CG8185	FBgn0050471	CG30471
CG8187	FBgn0034027	CG8187
CG8188	FBgn0030863	CG8188
CG8193	FBgn0033367	PPO2
CG7675	FBgn0038610	CG7675
CG8202	FBgn0037622	CG8202
CG8207	FBgn0034035	CG8207
CG8209	FBgn0035830	CG8209
CG8211	FBgn0030858	IntS2
CG8223	FBgn0037624	CG8223
CG8228	FBgn0261049	Vps45
CG8230	FBgn0027607	CG8230
CG8232	FBgn0033352	PAN2
CG8233	FBgn0033897	Rcd1
CG8235	FBgn0033351	AIMP1
CG8237	FBgn0033350	CG8237
CG8239	FBgn0030683	Mvd
CG8243	FBgn0033349	CG8243
CG8257	FBgn0033900	CysRS-m
CG8258	FBgn0284436	CCT8
CG5198	FBgn0032250	holn1
CG8297	FBgn0034050	bug
CG8300	FBgn0029937	CG8300
CG8303	FBgn0034143	CG8303
CG14688	FBgn0037819	CG14688
CG8315	FBgn0034058	Pex11
CG8320-RA	FBtr0087202	CG8320-RA
CG8331	FBgn0033906	ReepB
CG8334	FBgn0036913	Usp32
CG8336	FBgn0036020	CG8336
CG8368	FBgn0286051	Rexo5
CG8369	FBgn0040532	CG8369
glo	FBgn0259139	glo
glo	FBgn0084970	gloin
CG8379	FBgn0037638	CG8379
Acer	FBgn0016122	Acer
CG8397	FBgn0034066	EMC7
Spp	FBgn0031260	Spp
Spp	FBgn0082831	pps
CG8405	FBgn0034071	CG8405
CG8414	FBgn0034073	CG8414
CG8417	FBgn0286506	Mpi
CG8420	FBgn0037664	CG8420
CG8435	FBgn0034084	CG8435
CG8441	FBgn0034086	CG8441
CG8443	FBgn0034087	clu
CG10444	FBgn0034494	CG10444
CG8446-RB	unknown ID	-
CG8446	FBgn0265177	CG44242
CG8446	FBgn0265178	CG44243
CG8446	FBgn0262026	CG42837
CG8449	FBgn0038129	TBC1D5
CG8460-RA	FBtr0079586	CG8460-RA
CG8475	FBgn0031995	CG8475
CG8475	FBgn0083970	CG34134
CG8475	FBgn0031995	CG8475
CG8475	FBgn0083970	CG34134
CG8478	FBgn0037746	CG8478
CG8493	FBgn0033716	Den1
CG8494	FBgn0033916	Usp20-33
CG8498	FBgn0031992	Acbp1
Snr1	FBgn0011715	Snr1
CG8507	FBgn0037756	CG8507
CG8525	FBgn0033735	Dera
CG8531	FBgn0033918	CG8531
CG8538	FBgn0038223	Afti
CG8539	FBgn0035791	CG8539
LamC	FBgn0010397	LamC
CG8549	FBgn0035714	CG8549
CG15721	FBgn0030438	CG15721
CG8569	FBgn0033752	CG8569
CG8578	FBgn0030699	CG8578
CG8586	FBgn0033320	CG8586
CG8594	FBgn0033755	ClC-b
Nox	FBgn0085428	Nox
Adk3	FBgn0026602	Adk3
Adk3	FBgn0042094	Ak3
CG8607	FBgn0035760	CG8607
CG8613	FBgn0033924	CG8613
CG8632	FBgn0033762	ZnT49B
CG8635	FBgn0033317	CG8635
CG8679	FBgn0032934	CG8679
CG8680	FBgn0031684	ND-13A
ps	FBgn0261552	ps
CG8707	FBgn0033272	RagC-D
CG8709	FBgn0263593	Lpin
CG8709	FBgn0263593	Lpin
CG8726-RB	FBtr0088874	CG8726-RB
CG8728-RA	FBtr0088882	CG8728-RA
CG8735	FBgn0033309	Lnpk
RNaseX25	FBgn0010406	RNaseX25
CG8768	FBgn0033769	CG8768
CG8771	FBgn0033766	Nup188
CG8773	FBgn0038135	CG8773
CG8775	FBgn0052473	CG32473
CG8777	FBgn0033376	CG8777
CG8778	FBgn0033761	CG8778
CG8783	FBgn0036397	Nprl3
CG8788	FBgn0028955	CG8788
CG8793	FBgn0260655	l(3)76BDm
CG8798	FBgn0036892	Lon
CG8801	FBgn0028473	Non1
CG8814	FBgn0031478	CG8814
CG8830	FBgn0033738	DUBAI
CG8831	FBgn0033737	Nup54
CG8839	FBgn0033717	CG8839
CG8841	FBgn0033713	CG8841
CG8858	FBgn0033698	CG8858
ebi	FBgn0263933	ebi
CG8866	FBgn0037679	Aduk
CG8885	FBgn0262467	Scox
CG8889	FBgn0259985	Mppe
CG8891	FBgn0031663	CG8891
CG8892	FBgn0031664	CG8892
CG8920	FBgn0027529	tapas
JhI-21	FBgn0028425	JhI-21
CG8931	FBgn0030717	Slc25A46a
CG8939	FBgn0030720	CG8939
CG8949	FBgn0030812	wcy
CG8963	FBgn0034181	CG8963
CG8979	FBgn0033669	PI31
CG8993	FBgn0035334	CG8993
CG9000	FBgn0034176	ste24a
CG9008	FBgn0028540	CG9008
CG9018	FBgn0035318	CG9018
CG15047	FBgn0030938	CG15047
CG6859	FBgn0036484	Pex3
CG9062	FBgn0033607	CG9062
CG9063	FBgn0028500	Rich
CG9065	FBgn0030610	CG9065
CG9066	FBgn0030703	MSBP
CG9099	FBgn0030802	DENR
CG9104	FBgn0030800	Nprl2
CG9112	FBgn0031673	CG31650
CG9114	FBgn0030628	CG9114
CG9119	FBgn0035189	CG9119
CG9125	FBgn0030793	Rai1
CG9132	FBgn0030791	CG9132
CG9135	FBgn0031769	CG9135
CG9139	FBgn0262937	Rabex-5
CG9140	FBgn0031771	ND-51
CG9143	FBgn0034496	CG9143
CG9144	FBgn0031773	Fbw5
CG9147	FBgn0031774	CG9147
CG9149	FBgn0035203	CG9149
CG9153	FBgn0035207	Herc4
CG9154	FBgn0031777	CG9154
CG4666	FBgn0029838	CG4666
CG9172	FBgn0030718	ND-20
CG9175	FBgn0031779	CG9175
CG9186	FBgn0035206	sturkopf
CG9203	FBgn0267977	mh
CG9205	FBgn0035181	CG9205
CG9213	FBgn0030655	CG9213
CG9226	FBgn0031782	WDR79
CG9231	FBgn0036887	CG9231
CG9238	FBgn0036428	Gbs-70E
CG9243	FBgn0263051	CG43346
CG9243	FBgn0263050	CG43345
CG9246	FBgn0032925	CG9246
CG9247	FBgn0032924	Nbr
CG9248	FBgn0032923	Pld3
CG9249	FBgn0032922	Coq3
CG9253	FBgn0032919	CG9253
CG9257	FBgn0032916	CG9257
CG9265	FBgn0032910	CG9265
CG9267	FBgn0032524	Hacd2
CG9268	FBgn0262517	Ltn1
swa	FBgn0003655	swa
swa	FBgn0000376	crm
swa	FBal0001840	crm[swa]
CG9279	FBgn0036882	CG9279
CG9281	FBgn0030672	CG9281
CG9286	FBgn0038183	CG9286
CG9288	FBgn0260464	CG9288
CG9288	FBgn0259721	CG42375
CG9293	FBgn0032516	Ing5
CG13690	FBgn0031252	CG13690
CG9300	FBgn0036886	CG9300
CG9302	FBgn0032514	CG9302
CG9304	FBgn0034674	CG9304
CG9306	FBgn0032511	ND-B22
CG9311	FBgn0036448	mop
CG9318	FBgn0032880	TM9SF2
CG9319	FBgn0032881	Amacr
CG9320	FBgn0032882	Ns4
CG9323	FBgn0032883	Rhau
CG9328	FBgn0032886	CG9328
CG9330	FBgn0036888	CG9330
CG9331	FBgn0032889	CG9331
CG9339	FBgn0032901	sky
CG9344	FBgn0034564	CG9344
CG9346	FBgn0034572	CG9346
CG9350	FBgn0034576	ND-B14.7
CG9356	FBgn0037688	CG9356
RpS26	FBgn0261597	RpS26
CG9376	FBgn0036893	PIG-F
CG9386	FBgn0037708	CG9386
CG9391	FBgn0037063	CG9391
CG9393	FBgn0037710	CG9393
CG9399	FBgn0037715	CG9399
CG9422-RC	FBtr0086121	Rpp25-RC
CG9425	FBgn0036451	Helz
fs(1)N	FBgn0004650	fs(1)N
CG9436	FBgn0033101	CG9436
CG9449	FBgn0036875	CG9449
CG9449	FBgn0036875	CG9449
CG9471	FBgn0037749	CG9471
CG9485	FBgn0034618	CG9485
CG9492	FBgn0037726	CG9492
CG9515	FBgn0032077	CG9515
CG9520	FBgn0032078	C1GalTA
CG9526	FBgn0031815	frj
CG9531	FBgn0031817	HemK1
CG9536	FBgn0031818	CG9536
CG9547	FBgn0031824	CG9547
CG9548	FBgn0031822	Phf5a
CG9577	FBgn0031092	CG9577
CG9578	FBgn0031094	CG9578
CG9581	FBgn0031093	CG9581
CG9586	FBgn0032101	CG9586
CG9588	FBgn0038166	CG9588
CG9590	FBgn0038360	CG9590
CG9596	FBgn0031832	CG9596
CG9601	FBgn0037578	CG9601
CG9603	FBgn0040529	COX7A
CG9617	FBgn0265101	Sgt1
nemy	FBgn0261673	nemy
CG14482	FBgn0034245	UQCR-6.4
CG9641	FBgn0031483	CG9641
CG9643	FBgn0031485	CG9643
CG9666	FBgn0036856	CG9666
cora	FBgn0010434	cora
CG9674	FBgn0036663	CG9674
CG9684	FBgn0037583	CG9684
CG9691	FBgn0030160	CG9691
CG9705	FBgn0036661	CG9705
CG9706	FBgn0036662	CG9706
CG9715	FBgn0036668	Zcchc7
CG9723	FBgn0030768	CG9723
CG9740	FBgn0037669	Ibf2
CG9746	FBgn0260935	Vps15
CG9752	FBgn0034614	CG9752
CG9754	FBgn0034617	Panx
CG9772	FBgn0037236	Skp2
CG9779	FBgn0037231	Vps24
CG9784	FBgn0030761	CG9784
CG9791	FBgn0037232	Suv3
CG9795	FBgn0037234	CG9795
CG9795	FBgn0037234	CG9795
CG9796	FBgn0038149	GILT1
CG9797	FBgn0037621	M1BP
CG9798	FBgn0051523	CG31523
CG9798	FBgn0051522	CG31522
CG9799	FBgn0038146	CG9799
CG9809	FBgn0037248	srl
CG9836	FBgn0037637	IscU
CG9839	FBgn0037633	CG9839
mus210	FBgn0004698	Xpc
LpR2	FBgn0051092	LpR2
CG9853	FBgn0086605	CG9853
CG9883	FBgn0031435	Elba2
CG9890	FBgn0034814	CG9890
Mvl	FBgn0011672	Mvl
CG9911	FBgn0030734	CG9911
yu	FBgn0263987	spoon
yu	FBgn0061188	lncRNA:Yu
CG4066	FBgn0038011	CG4066
CG9921	FBgn0030743	CG9921
CG9922	FBgn0038196	CG9922
CG9928	FBgn0032472	CG9928
CG9934	FBgn0032467	CG9934
CG9940	FBgn0030512	Nadsyn
CG9941	FBgn0030514	CG9941
CG9951	FBgn0036671	CG9951
CG9953	FBgn0035726	CG9953
CG9977	FBgn0035371	AhcyL1
CG9977	FBgn0035371	AhcyL1
pod1	FBgn0029903	pod1
CG9987	FBgn0032781	RtcB
CG9992	FBgn0030744	CG9992
cg	FBgn0000289	cg
chb	FBgn0021760	chb
Chc	FBgn0000319	Chc
Shawn	FBgn0031039	Shawn
Chd3	FBgn0023395	Chd3
PH4alphaPV	FBgn0051015	PH4alphaPV
gag	unknown ID	-
CG5853	FBgn0032167	CG5853
chico	FBgn0024248	chico
chic	FBgn0000308	chic
chic	FBgn0024248	chico
CG6479	FBgn0036710	CG6479
Chi	FBgn0013764	Chi
Chi	FBgn0000308	chic
Chit	FBgn0013763	Idgf6
Tsp42Ea	FBgn0029508	Tsp42Ea
chn	FBgn0015371	chn
chn	FBgn0270928	VAChT
CHOp24	FBgn0029709	CHOp24
CHORD	FBgn0029503	mora
Chrac-14	FBgn0043002	Chrac-14
CG14207	FBgn0031037	CG14207
His1	FBgn0001195	His1
chrw	FBgn0015372	RabX1
nemy	FBgn0261673	nemy
Cht3	FBgn0250907	Cht10
Cht7	FBgn0035398	Cht7
Ciao1	FBgn0033972	Ciao1
cib	FBgn0026084	cib
cin	FBgn0000316	cin
Cip4	FBgn0035533	Cip4
Cirl	FBgn0033313	Cirl
Cka	FBgn0044323	Cka
CkIalpha	FBgn0015024	CkIalpha
CkIIalpha	FBgn0264492	CkIIalpha
CkIIbeta	FBgn0000259	CkIIbeta
Cks30A	FBgn0010314	Cks30A
Cks85A	FBgn0037613	Cks85A
mus210	FBgn0004698	Xpc
Clbn	FBgn0259152	Clbn
Clc	FBgn0024814	Clc
Clic	FBgn0030529	Clic
CLIP-190	FBgn0020503	CLIP-190
Clp	FBgn0015621	Clp
Clp	FBtp0039571	P{Csp[Clp]}
cl	FBgn0000318	cl
clt	FBgn0000326	clt
clt	FBal0001714	clt[1]
cmet	FBgn0040232	cmet
cm	FBgn0000330	cm
cm	FBgn0000335	cmp
cm	FBal0180464	cm[unspecified]
cni	FBgn0000339	cni
CG4065	FBgn0034982	Naa35
Tao-1	FBgn0031030	Tao
Tao-1	FBtp0070176	P{UASp-Tao.FLAG}
cno	FBgn0259212	cno
Cnx99A	FBgn0015622	Cnx99A
Cnx99A	FBgn0015622	Cnx99A
Cnx99A	FBgn0015622	Cnx99A
Cog3	FBgn0031536	Cog3
Cog7	FBgn0051040	Cog7
PNGase	FBgn0033050	Pngl
CG8503	FBgn0033917	SmydA-1
colt	FBgn0019830	colt
colt	FBgn0019830	colt
comt	FBgn0000346	comt
pgant9	FBgn0050463	Pgant9
Coprox	FBgn0021944	Coprox
coq5	unknown ID	-
COQ7	FBgn0029502	Coq7
Coq9	FBgn0050493	Coq9
Obp99b	FBgn0039685	Obp99b
Obp99b	FBgn0039682	Obp99c
Ppi20	unknown ID	-
CoRest	FBgn0261573	CoRest
CoRest	FBgn0261573	CoRest
CoRest	FBgn0261573	CoRest
coro	FBgn0265935	coro
CG9850	FBgn0034903	sona
cort	FBgn0000351	cort
CoVa	FBgn0019624	COX5A
Cp190	FBgn0000283	Cp190
Cp1	FBgn0013770	Cp1
cp309	FBgn0086690	Plp
cp309	FBgn0086690	Plp
cpa	FBgn0034577	cpa
cpb	FBgn0011570	cpb
Cpr65Au	FBgn0042119	Cpr65Au
Cpr	FBgn0015623	Cpr
CG8180	FBgn0034021	CG8180
kis	FBgn0266557	kis
CG9986	FBgn0039589	CG9986
crb	FBgn0259685	crb
Crc	FBgn0000370	crc
Crc	FBgn0005585	Calr
CREG	FBgn0025456	CREG
Crk	FBgn0024811	Crk
crl	FBgn0267407	crl
crl	FBgn0267384	Ubc7
crm	FBgn0000376	crm
crm	FBal0001828	crm[1]
crn	FBgn0000377	crn
crol	FBgn0020309	crol
crp	FBgn0001994	crp
crq	FBgn0015924	crq
hts	FBgn0263391	hts
Csk	FBgn0262081	Csk
Csl4	FBgn0032346	Csl4
CSN1b	FBgn0027057	CSN1b
CSN3	FBgn0027055	CSN3
CSN4	FBgn0027054	CSN4
CSN5	FBgn0027053	CSN5
CSN6	FBgn0028837	CSN6
CSN7	FBgn0028836	CSN7
CSN8	FBgn0261437	CSN8
Csp	FBgn0004179	Csp
CstF-50	FBgn0039867	CstF50
CstF-64	FBgn0027841	CstF64
csul	FBgn0015925	csul
csw	FBgn0000382	csw
csw	FBgn0000382	csw
csw	FBgn0000382	csw
cta	FBgn0000384	cta
Chrac-16	FBgn0043001	Chrac-16
CG6701	FBgn0033889	CG6701
Pdk	FBgn0017558	Pdk
CG14931	FBgn0032374	CG14931
cul-2	FBgn0032956	Cul2
cul-4	FBgn0033260	Cul4
cul-5	FBgn0039632	Cul5
cup	FBgn0000392	cup
cup	FBgn0051858	t-cup
cutlet	FBgn0015376	cutlet
CycA	FBgn0000404	CycA
GIP	FBgn0011770	Gip
Nipped-B	FBgn0026401	Nipped-B
CycC	FBgn0004597	CycC
CG4622	FBgn0035021	CG4622
CycG	FBgn0039858	CycG
CycH	FBgn0022936	CycH
CycK	FBgn0025674	CycK
cyc	FBgn0023094	cyc
cyc	FBgn0015031	cype
CycT	FBgn0025455	CycT
Cyp12d1-p	FBgn0050489	Cyp12d1-p
Cyp18a1	FBgn0010383	Cyp18a1
Cyp1	FBgn0004432	Cyp1
Cyp305a1	FBgn0036910	Cyp305a1
cyp33	FBgn0028382	cyp33
Cyp4e2	FBgn0014469	Cyp4e2
Cyp4e2	FBgn0014469	Cyp4e2
CG13096	FBgn0032050	CG13096
Cyp4s3	FBgn0030615	Cyp4s3
Cyp6a19	FBgn0033979	Cyp6a19
Cyp6a22	FBgn0013773	Cyp6a22
Cyp6a23	FBgn0033978	Cyp6a23
Cyp6d4	FBgn0039006	Cyp6d4
Cyp6t1	FBgn0031182	Cyp6t1
Cyp6u1	FBgn0033121	Cyp6u1
Cyp6v1	FBgn0031126	Cyp6v1
Cys	FBgn0004629	Cys
Cys	FBgn0004179	Csp
Cyt-b5	FBgn0264294	Cyt-b5
Cyt-b5	FBgn0000406	Cyt-b5-r
cora	FBgn0010434	cora
D19B	FBgn0022699	D19B
D1	FBgn0000412	D1
D1	FBab0026852	Df(3L)HnD-1
D1	FBgn0000463	Dl
D1	FBgn0020608	anon-12Db
D1	FBgn0025009	E(tkv)D1
D1	FBgn0001149	GstD1
D1	FBgn0001977	CIAPIN1
D1	FBal0012578	mul[3]
D1	FBal0012636	mus301[D1]
D1	FBal0015270	Scm[D1]
D1	FBal0017847	vas[3]
D1	FBal0090703	E(tkv)D1[D1]
D1	FBal0097226	Mhc[D1]
D1	FBal0102527	eRF1[D1]
D1	FBal0119483	Gad1[E143K]
D1	FBal0190368	Desat1[1573-D1]
D1	FBtp0093204	P{eve-lacZ.D1}
d4	FBgn0033015	d4
CG14712	FBgn0037924	CG14712
Dak1	FBgn0028833	Cmpk
Dak1	FBgn0022709	Ak1
dalao	FBgn0030093	Bap111
Dap160	FBgn0023388	Dap160
dare	FBgn0015582	dare
dbeta3GalTII	FBgn0033315	beta3GalTII
Dbp73D	FBgn0004556	Dbp73D
Dbp80	FBgn0024804	Dbp80
Mtl	FBgn0039532	Mtl
Dcp-1	FBgn0010501	Dcp-1
Dcp-1	FBgn0013770	Cp1
Dcp-1	FBgn0034921	DCP1
Dcp1	FBgn0013770	Cp1
Dcp1	FBgn0034921	DCP1
Dcp1	FBgn0010501	Dcp-1
Dcp2	FBgn0036534	DCP2
Dcp2	FBgn0020381	Dredd
Dcr-1	FBgn0039016	Dcr-1
Dcr-2	FBgn0034246	Dcr-2
Dcr-2	FBtp0036672	P{UAS-Dcr-2.D}
DDB1	FBgn0260962	pic
Ddx1	FBgn0015075	Ddx1
DebB	FBgn0000426	SmF
defl	FBgn0036038	defl
Dek	FBgn0026533	Dek
Dek	FBgn0025936	Eph
deltaCOP	FBgn0028969	deltaCOP
desat1	FBgn0086687	Desat1
desat1	FBgn0086687	Desat1
CG11526	FBgn0035437	Strip
RnrS	FBgn0011704	RnrS
