"Checked"	"Protein FDR Confidence Combined"	"Master"	"Protein Group IDs"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Mascot A5 Mascot"	"Number of Peptides by Search Engine A5 Mascot"	"Number of Razor Peptides"	"Abundance F1 127N Sample 1 unmated"	"Abundance F1 128N Sample 2 unmated"	"Abundance F1 129N Sample 1 mated"	"Abundance F1 129C Sample 3 unmated"	"Abundance F1 130N Sample 2 mated"	"Abundance F1 130C Sample 3 mated"	"Found in Sample in S1 F1 127N Sample 1 unmated"	"Found in Sample in S2 F1 128N Sample 2 unmated"	"Found in Sample in S3 F1 129N Sample 1 mated"	"Found in Sample in S4 F1 129C Sample 3 unmated"	"Found in Sample in S5 F1 130N Sample 2 mated"	"Found in Sample in S6 F1 130C Sample 3 mated"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"4483"	"FBgn0083967"	"FBgn0083967"	"0.008"	"3.178"	"6"	"1"	"1"	"1"	"160"	"18.3"	"5.47"	"49"	"1"	"0"	"67.7"	"61.3"	"78.6"	"51.9"	"61.0"	"56.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"202"	"FBgn0026570"	"FBgn0026570"	"0.008"	"3.173"	"4"	"1"	"1"	"1"	"335"	"38.4"	"9.00"	"49"	"1"	"0"	"21.2"	"19.6"	"21.7"	"22.5"	"21.2"	"15.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4143"	"FBgn0032796"	"FBgn0032796"	"0.008"	"3.171"	"1"	"1"	"1"	"1"	"1319"	"146.1"	"7.59"	"63"	"1"	"0"	"18.1"	"23.5"	"33.4"	"18.1"	"28.6"	"19.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2943"	"FBgn0030800"	"FBgn0030800"	"0.008"	"3.171"	"2"	"1"	"1"	"1"	"412"	"46.3"	"8.21"	"39"	"1"	"0"	"55.4"	"60.0"	"162.0"	"78.1"	"68.3"	"69.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3633"	"FBgn0035415"	"FBgn0035415"	"0.008"	"3.170"	"6"	"1"	"1"	"1"	"140"	"14.7"	"9.85"	"49"	"1"	"0"	"80.8"	"92.1"	"109.4"	"75.5"	"97.3"	"79.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2294"	"FBgn0030613"	"FBgn0030613"	"0.008"	"3.164"	"1"	"2"	"2"	"2"	"2154"	"232.7"	"9.07"	"40"	"2"	"0"	"300.7"	"316.4"	"491.7"	"297.9"	"391.5"	"330.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2415"	"FBgn0031606"	"FBgn0031606"	"0.008"	"3.163"	"1"	"1"	"1"	"1"	"1008"	"109.9"	"7.96"	"70"	"1"	"0"	"19.5"	"21.9"	"30.6"	"18.9"	"18.8"	"20.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2892"	"FBgn0011722"	"FBgn0011722"	"0.008"	"3.163"	"1"	"2"	"2"	"2"	"2188"	"257.3"	"5.96"	"38"	"2"	"0"	"156.8"	"211.2"	"294.4"	"71.6"	"190.5"	"139.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1331"	"FBgn0032475"	"FBgn0032475"	"0.008"	"3.161"	"1"	"1"	"1"	"1"	"1243"	"136.0"	"5.69"	"46"	"1"	"0"	"11.7"	"11.4"	"11.7"	"9.6"	"10.8"	"12.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"738"	"FBgn0034350"	"FBgn0034350"	"0.008"	"3.161"	"7"	"1"	"2"	"1"	"125"	"13.4"	"9.10"	"69"	"1"	"0"	"258.0"	"237.7"	"385.8"	"258.5"	"236.5"	"265.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1940"	"FBgn0000077"	"FBgn0000077"	"0.008"	"3.161"	"3"	"1"	"1"	"1"	"284"	"31.3"	"7.68"	"37"	"1"	"0"	"38.3"	"23.9"	"49.0"	"22.6"	"34.6"	"23.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2958"	"FBgn0040372"	"FBgn0040372"	"0.008"	"3.156"	"1"	"1"	"1"	"1"	"1657"	"183.4"	"6.39"	"40"	"1"	"0"	"17.0"	"28.2"	"44.1"	"20.9"	"41.2"	"32.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4008"	"FBgn0034655"	"FBgn0034655"	"0.008"	"3.151"	"2"	"1"	"2"	"1"	"341"	"38.7"	"5.45"	"31"	"1"	"0"	"439.0"	"431.1"	"569.4"	"352.7"	"452.6"	"373.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4087"	"FBgn0028399"	"FBgn0028399"	"0.008"	"3.148"	"2"	"1"	"1"	"1"	"467"	"50.4"	"6.57"	"23"	"1"	"0"	"353.6"	"287.1"	"278.6"	"301.9"	"235.6"	"210.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3275"	"FBgn0039509"	"FBgn0039509"	"0.008"	"3.142"	"4"	"1"	"1"	"1"	"254"	"28.9"	"5.63"	"35"	"1"	"0"	"160.8"	"157.5"	"180.5"	"142.8"	"173.6"	"140.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"406"	"FBgn0040294"	"FBgn0040294"	"0.008"	"3.140"	"3"	"2"	"2"	"2"	"838"	"92.0"	"9.01"	"0"	"2"	"0"	"115.0"	"111.7"	"159.6"	"106.6"	"125.3"	"111.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4678"	"FBgn0015621"	"FBgn0015621"	"0.008"	"3.138"	"2"	"1"	"2"	"1"	"296"	"33.5"	"8.15"	"25"	"1"	"0"	"97.0"	"84.9"	"108.5"	"104.1"	"96.3"	"90.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1427"	"FBgn0001250"	"FBgn0001250"	"0.008"	"3.134"	"1"	"1"	"1"	"1"	"1396"	"154.2"	"6.19"	"53"	"1"	"0"	"57.6"	"62.0"	"77.2"	"51.9"	"73.8"	"72.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"290"	"FBgn0039304"	"FBgn0039304"	"0.008"	"3.133"	"2"	"1"	"1"	"1"	"336"	"36.5"	"8.07"	"55"	"1"	"0"	"143.9"	"148.4"	"175.9"	"117.3"	"161.0"	"124.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3034"	"FBgn0032943"	"FBgn0032943"	"0.008"	"3.132"	"4"	"1"	"1"	"1"	"235"	"25.8"	"6.68"	"49"	"1"	"0"	"75.5"	"70.4"	"114.8"	"72.7"	"84.6"	"76.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"670"	"FBgn0039890"	"FBgn0039890"	"0.008"	"3.132"	"2"	"2"	"2"	"2"	"730"	"82.6"	"9.28"	"39"	"2"	"0"	"163.6"	"173.0"	"229.9"	"145.6"	"198.1"	"147.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"340"	"FBgn0030099"	"FBgn0030099"	"0.008"	"3.127"	"7"	"1"	"1"	"1"	"287"	"32.6"	"5.58"	"24"	"1"	"0"	"58.5"	"60.6"	"91.2"	"46.2"	"76.2"	"66.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"713"	"FBgn0037708"	"FBgn0037708"	"0.008"	"3.127"	"3"	"2"	"2"	"2"	"521"	"59.3"	"8.28"	"28"	"2"	"0"	"98.7"	"83.5"	"118.3"	"72.1"	"110.6"	"82.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4003"	"FBgn0030351"	"FBgn0030351"	"0.008"	"3.123"	"7"	"1"	"2"	"1"	"118"	"11.8"	"10.36"	"51"	"1"	"0"	"264.5"	"241.8"	"359.1"	"225.1"	"333.5"	"293.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5408"	"FBgn0038163"	"FBgn0038163"	"0.008"	"3.123"	"2"	"2"	"2"	"2"	"728"	"84.3"	"6.84"	"28"	"2"	"0"	"250.7"	"245.0"	"321.7"	"268.3"	"307.8"	"253.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5361"	"FBgn0034919"	"FBgn0034919"	"0.008"	"3.120"	"7"	"2"	"2"	"2"	"196"	"22.2"	"8.27"	"22"	"2"	"0"	"828.9"	"758.0"	"1052.0"	"729.3"	"769.7"	"711.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"770"	"FBgn0052311"	"FBgn0052311"	"0.008"	"3.116"	"0"	"2"	"2"	"2"	"3664"	"412.6"	"6.46"	"21"	"2"	"0"	"82.1"	"87.6"	"125.6"	"71.5"	"111.3"	"89.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2132"	"FBgn0038704"	"FBgn0038704"	"0.008"	"3.107"	"2"	"1"	"1"	"1"	"662"	"76.4"	"9.44"	"28"	"1"	"0"	"48.7"	"37.8"	"46.5"	"28.7"	"30.5"	"29.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5068"	"FBgn0037689"	"FBgn0037689"	"0.008"	"3.093"	"2"	"2"	"2"	"2"	"694"	"78.4"	"8.12"	"55"	"2"	"0"	"303.1"	"256.3"	"361.6"	"260.0"	"295.1"	"245.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2160"	"FBgn0086358"	"FBgn0086358"	"0.009"	"3.084"	"1"	"1"	"1"	"1"	"831"	"90.9"	"7.43"	"42"	"1"	"0"	"67.4"	"54.6"	"61.6"	"56.0"	"60.5"	"56.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3923"	"FBgn0039405"	"FBgn0039405"	"0.009"	"3.084"	"5"	"1"	"1"	"1"	"158"	"17.9"	"8.00"	"50"	"1"	"0"	"101.9"	"98.1"	"109.7"	"82.6"	"103.4"	"76.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"217"	"FBgn0023508"	"FBgn0023508"	"0.009"	"3.079"	"2"	"1"	"1"	"1"	"850"	"97.5"	"5.88"	"27"	"1"	"0"	"72.3"	"59.4"	"87.6"	"52.5"	"73.0"	"61.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1540"	"FBgn0030018"	"FBgn0030018"	"0.009"	"3.079"	"2"	"2"	"2"	"2"	"1155"	"128.4"	"6.93"	"0"	"2"	"0"	"424.7"	"394.7"	"492.9"	"350.2"	"396.2"	"336.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3148"	"FBgn0050151"	"FBgn0050151"	"0.009"	"3.079"	"6"	"1"	"1"	"1"	"282"	"27.9"	"5.24"	"37"	"1"	"0"	"85.6"	"90.0"	"73.7"	"70.1"	"78.4"	"77.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3806"	"FBgn0021847"	"FBgn0021847"	"0.009"	"3.078"	"2"	"2"	"2"	"2"	"861"	"95.4"	"6.87"	"55"	"2"	"0"	"115.5"	"113.0"	"173.9"	"122.8"	"116.1"	"118.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4749"	"FBgn0039124"	"FBgn0039124"	"0.009"	"3.073"	"4"	"2"	"2"	"1"	"513"	"59.2"	"8.02"	"34"	"2"	"0"	"166.4"	"105.1"	"124.6"	"94.7"	"121.3"	"92.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2702"	"FBgn0051158"	"FBgn0051158"	"0.009"	"3.070"	"1"	"2"	"2"	"2"	"1601"	"176.3"	"6.21"	"32"	"2"	"0"	"46.5"	"45.7"	"57.7"	"41.1"	"51.3"	"40.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4012"	"FBgn0034674"	"FBgn0034674"	"0.009"	"3.070"	"2"	"1"	"1"	"1"	"637"	"72.7"	"7.74"	"31"	"1"	"0"	"22.3"	"26.2"	"33.9"	"15.5"	"23.4"	"28.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3344"	"FBgn0033372"	"FBgn0033372"	"0.009"	"3.067"	"1"	"1"	"1"	"1"	"729"	"82.8"	"6.39"	"58"	"1"	"0"	"75.6"	"70.7"	"88.5"	"62.4"	"81.2"	"69.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1855"	"FBgn0039218"	"FBgn0039218"	"0.009"	"3.059"	"16"	"1"	"1"	"1"	"67"	"7.7"	"7.77"	"31"	"1"	"0"	"386.8"	"386.4"	"518.4"	"357.4"	"449.7"	"376.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"190"	"FBgn0037344"	"FBgn0037344"	"0.009"	"3.057"	"1"	"1"	"1"	"1"	"2296"	"253.1"	"9.63"	"44"	"1"	"0"	"2.9"	"8.3"	"6.9"	"7.1"	"10.4"	"6.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3029"	"FBgn0261258"	"FBgn0261258"	"0.009"	"3.045"	"3"	"2"	"2"	"2"	"808"	"98.2"	"9.22"	"13"	"2"	"0"	"50.8"	"50.0"	"61.9"	"45.8"	"55.0"	"46.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1957"	"FBgn0031979"	"FBgn0031979"	"0.009"	"3.045"	"13"	"2"	"2"	"2"	"176"	"19.5"	"4.86"	"37"	"2"	"0"	"454.5"	"450.6"	"563.2"	"409.2"	"464.6"	"386.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4266"	"FBgn0038190"	"FBgn0038190"	"0.009"	"3.040"	"4"	"1"	"1"	"1"	"231"	"26.4"	"5.96"	"32"	"1"	"0"	"70.1"	"59.5"	"78.0"	"61.8"	"67.4"	"55.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"875"	"FBgn0015247"	"FBgn0015247"	"0.009"	"3.039"	"2"	"1"	"1"	"1"	"498"	"54.5"	"5.26"	"16"	"1"	"0"	"152.0"	"132.7"	"228.0"	"115.4"	"200.5"	"165.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3053"	"FBgn0034527"	"FBgn0034527"	"0.009"	"3.039"	"3"	"1"	"1"	"1"	"511"	"58.6"	"9.28"	"52"	"1"	"0"	"2.8"	""	"1.7"	"2.4"	""	""	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"1"
"False"	"High"	"IsMasterProtein"	"2921"	"FBgn0027560"	"FBgn0027560"	"0.009"	"3.033"	"1"	"1"	"1"	"1"	"809"	"91.1"	"6.86"	"38"	"1"	"0"	"42.0"	"48.4"	"63.1"	"34.2"	"85.4"	"78.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1882"	"FBgn0250903"	"FBgn0250903"	"0.009"	"3.033"	"11"	"1"	"1"	"1"	"85"	"9.9"	"7.83"	"39"	"1"	"0"	"68.3"	"61.9"	"86.3"	"65.6"	"58.8"	"58.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2684"	"FBgn0261532"	"FBgn0261532"	"0.009"	"3.033"	"1"	"2"	"2"	"2"	"971"	"111.2"	"6.25"	"37"	"2"	"0"	"195.6"	"194.7"	"287.4"	"173.5"	"221.5"	"209.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"566"	"FBgn0003502"	"FBgn0003502"	"0.009"	"3.029"	"3"	"2"	"2"	"2"	"786"	"87.3"	"9.06"	"38"	"2"	"0"	"78.0"	"78.1"	"115.4"	"65.2"	"110.9"	"87.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4548"	"FBgn0262166"	"FBgn0262166"	"0.009"	"3.019"	"2"	"1"	"1"	"1"	"471"	"51.5"	"8.88"	"50"	"1"	"0"	"27.9"	"21.4"	"27.6"	"16.2"	"28.1"	"20.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1652"	"FBgn0038401"	"FBgn0038401"	"0.009"	"3.018"	"3"	"1"	"1"	"1"	"330"	"38.2"	"8.47"	"45"	"1"	"0"	"133.7"	"118.5"	"154.7"	"108.8"	"121.1"	"101.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"98"	"FBgn0031516"	"FBgn0031516"	"0.009"	"3.011"	"1"	"1"	"1"	"1"	"808"	"89.7"	"9.28"	"34"	"1"	"0"	"23.8"	"19.5"	"26.7"	"23.0"	"29.9"	"20.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5007"	"FBgn0034422"	"FBgn0034422"	"0.009"	"3.004"	"4"	"1"	"1"	"1"	"358"	"40.3"	"9.57"	"22"	"1"	"0"	"122.0"	"114.4"	"123.5"	"82.8"	"130.6"	"107.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1212"	"FBgn0038984"	"FBgn0038984"	"0.009"	"2.993"	"2"	"1"	"1"	"1"	"444"	"49.7"	"5.29"	"26"	"1"	"0"	"150.8"	"140.3"	"207.3"	"140.0"	"149.2"	"144.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3829"	"FBgn0266848"	"FBgn0266848"	"0.009"	"2.991"	"4"	"1"	"1"	"1"	"343"	"38.5"	"5.64"	"0"	"1"	"0"	"3.5"	"2.0"	"6.9"	"2.6"	"3.4"	"1.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"541"	"FBgn0038524"	"FBgn0038524"	"0.009"	"2.990"	"5"	"2"	"2"	"2"	"465"	"52.2"	"9.09"	"30"	"2"	"0"	"254.1"	"219.8"	"406.9"	"167.2"	"238.0"	"232.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2853"	"FBgn0033402"	"FBgn0033402"	"0.009"	"2.986"	"4"	"2"	"2"	"2"	"537"	"61.1"	"8.65"	"46"	"2"	"0"	"179.8"	"161.2"	"206.7"	"157.9"	"175.7"	"145.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1436"	"FBgn0053558"	"FBgn0053558"	"0.009"	"2.976"	"1"	"1"	"1"	"1"	"2028"	"218.3"	"8.75"	"28"	"1"	"0"	"32.6"	"38.2"	"53.3"	"28.7"	"44.5"	"46.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"359"	"FBgn0036765"	"FBgn0036765"	"0.009"	"2.976"	"2"	"1"	"1"	"1"	"585"	"65.5"	"5.40"	"47"	"1"	"0"	"32.8"	"25.2"	"48.5"	"23.3"	"37.3"	"25.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"716"	"FBgn0039828"	"FBgn0039828"	"0.009"	"2.971"	"3"	"1"	"1"	"1"	"307"	"35.1"	"10.10"	"32"	"1"	"0"	"51.5"	"47.5"	"76.9"	"40.2"	"60.3"	"53.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"130"	"FBgn0038105"	"FBgn0038105"	"0.009"	"2.970"	"3"	"1"	"1"	"1"	"452"	"51.0"	"7.49"	"0"	"1"	"0"	"270.5"	"245.5"	"257.8"	"172.7"	"264.1"	"211.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"311"	"FBgn0030514"	"FBgn0030514"	"0.009"	"2.968"	"2"	"1"	"1"	"1"	"789"	"83.8"	"5.39"	"56"	"1"	"0"	"12.3"	"11.3"	"13.8"	"10.4"	"12.3"	"11.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1325"	"FBgn0033921"	"FBgn0033921"	"0.009"	"2.965"	"2"	"1"	"1"	"1"	"559"	"63.8"	"6.49"	"0"	"1"	"0"	"21.3"	"22.2"	"30.4"	"18.9"	"20.7"	"21.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4681"	"FBgn0085203"	"FBgn0085203"	"0.009"	"2.964"	"4"	"1"	"1"	"1"	"217"	"24.6"	"8.15"	"49"	"1"	"0"	"34.1"	"23.4"	"36.1"	"22.8"	"30.3"	"29.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1190"	"FBgn0001491"	"FBgn0001491"	"0.009"	"2.964"	"7"	"1"	"1"	"1"	"144"	"17.0"	"8.51"	"21"	"1"	"0"	"256.8"	"250.8"	"239.9"	"223.5"	"249.3"	"195.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2781"	"FBgn0041004"	"FBgn0041004"	"0.010"	"2.953"	"4"	"1"	"1"	"1"	"274"	"30.7"	"8.91"	"31"	"1"	"0"	"26.3"	"16.7"	"29.7"	"19.1"	"22.2"	"18.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2729"	"FBgn0020304"	"FBgn0020304"	"0.010"	"2.949"	"2"	"1"	"2"	"1"	"673"	"73.2"	"6.35"	"39"	"1"	"0"	"29.0"	"19.2"	"22.8"	"15.3"	"22.5"	"21.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2381"	"FBgn0261988"	"FBgn0261988"	"0.010"	"2.945"	"2"	"1"	"1"	"1"	"714"	"80.6"	"6.35"	"0"	"1"	"0"	"15.7"	"19.6"	"26.7"	"29.0"	"22.2"	"19.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3670"	"FBgn0052075"	"FBgn0052075"	"0.010"	"2.942"	"2"	"1"	"1"	"1"	"541"	"61.7"	"8.51"	"36"	"1"	"0"	"54.0"	"59.5"	"95.5"	"46.7"	"81.6"	"73.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"230"	"FBgn0031678"	"FBgn0031678"	"0.010"	"2.940"	"2"	"1"	"1"	"1"	"629"	"73.1"	"7.20"	"29"	"1"	"0"	"133.6"	"121.6"	"155.2"	"91.6"	"133.3"	"99.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"343"	"FBgn0053052"	"FBgn0053052"	"0.010"	"2.937"	"5"	"1"	"1"	"1"	"338"	"37.7"	"7.02"	"24"	"1"	"0"	"32.0"	"30.6"	"36.7"	"27.7"	"38.3"	"28.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"68"	"FBgn0037621"	"FBgn0037621"	"0.010"	"2.933"	"2"	"1"	"1"	"1"	"418"	"48.1"	"5.52"	"40"	"1"	"0"	"155.3"	"143.3"	"185.6"	"132.4"	"174.1"	"146.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2209"	"FBgn0029693"	"FBgn0029693"	"0.010"	"2.931"	"1"	"1"	"1"	"1"	"788"	"90.5"	"7.36"	"29"	"1"	"0"	"33.2"	"34.6"	"46.5"	"28.5"	"40.5"	"35.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5031"	"FBgn0020445"	"FBgn0020445"	"0.010"	"2.927"	"1"	"1"	"2"	"1"	"1017"	"112.3"	"7.23"	"47"	"1"	"0"	"142.6"	"130.2"	"155.1"	"106.0"	"125.8"	"103.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3256"	"FBgn0004003"	"FBgn0004003"	"0.010"	"2.911"	"3"	"1"	"1"	"1"	"257"	"29.4"	"6.44"	"45"	"1"	"0"	"27.9"	"33.4"	"82.8"	"22.4"	"68.6"	"63.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"581"	"FBgn0050372"	"FBgn0050372"	"0.010"	"2.908"	"2"	"2"	"2"	"2"	"1155"	"127.2"	"7.03"	"32"	"2"	"0"	"523.5"	"504.8"	"569.6"	"498.0"	"482.6"	"433.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"Medium"	"IsMasterProtein"	"3856"	"FBgn0011705"	"FBgn0011705"	"0.010"	"2.900"	"3"	"1"	"1"	"1"	"275"	"32.6"	"8.97"	"37"	"1"	"0"	"104.7"	"106.7"	"146.9"	"85.7"	"104.8"	"92.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"Medium"	"IsMasterProtein"	"3000"	"FBgn0037290"	"FBgn0037290"	"0.010"	"2.899"	"4"	"1"	"1"	"1"	"246"	"27.0"	"8.22"	"23"	"1"	"0"	"154.8"	"122.0"	"162.7"	"72.3"	"115.5"	"110.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"Medium"	"IsMasterProtein"	"572"	"FBgn0034938"	"FBgn0034938"	"0.010"	"2.898"	"3"	"1"	"1"	"1"	"393"	"44.3"	"10.08"	"30"	"1"	"0"	"255.0"	"271.1"	"308.1"	"208.3"	"282.6"	"203.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"Medium"	"IsMasterProtein"	"2559"	"FBgn0051522"	"FBgn0051522"	"0.011"	"2.897"	"3"	"1"	"1"	"1"	"392"	"44.9"	"9.47"	"0"	"1"	"0"	"72.8"	"63.7"	"81.7"	"46.4"	"68.8"	"61.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"Medium"	"IsMasterProtein"	"2421"	"FBgn0034304"	"FBgn0034304"	"0.011"	"2.894"	"2"	"1"	"1"	"1"	"585"	"65.7"	"6.90"	"33"	"1"	"0"	"50.4"	"50.4"	"63.4"	"43.6"	"62.1"	"48.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
